relative_path,action,old_head,new_head
amara_full_body_0002.txt,changed,yoyo236135Amara's left-back body (excluding her lower legs): She is turning back,dfnd-yoyo236135Amara's left-back body (excluding her lower legs): She is turning
amara_full_body_0003.txt,changed,yoyo236135Amara (excluding her knees and lower legs) standing against a white ba,dfnd-yoyo236135Amara (excluding her knees and lower legs) standing against a whi
amara_full_body_0004.txt,changed,"yoyo236135Amara is kneeling on the ground, set against a white background. Both ","dfnd-yoyo236135Amara is kneeling on the ground, set against a white background. "
amara_full_body_0009.txt,changed,"yoyo236135Amara (excluding her lower legs) is standing outdoors, with some woode","dfnd-yoyo236135Amara (excluding her lower legs) is standing outdoors, with some "
amara_full_body_0012.txt,changed,yoyo236135Amara is kneeling down on a white posidum in the middle of what looks ,dfnd-yoyo236135Amara is kneeling down on a white posidum in the middle of what l
amara_full_body_0013.txt,changed,yoyo236135Amara is standing in the middle of a street (her knees and lower legs ,dfnd-yoyo236135Amara is standing in the middle of a street (her knees and lower 
amara_full_body_0014.txt,changed,yoyo236135Amara is standing in the middle of a street in a city (her knees and l,dfnd-yoyo236135Amara is standing in the middle of a street in a city (her knees 
amara_full_body_0016.txt,changed,"yoyo236135Amara is sitting on a stone bench (lower legs not visible), her body l","dfnd-yoyo236135Amara is sitting on a stone bench (lower legs not visible), her b"
amara_full_body_0017.txt,changed,"yoyo236135Amara is on a fashion, her right hand on her waist and her left arm da","dfnd-yoyo236135Amara is on a fashion, her right hand on her waist and her left a"
amara_full_body_0020.txt,changed,yoyo236135Amara on a rooftop - She loves rooftops! Amara's hands are playing wit,dfnd-yoyo236135Amara on a rooftop - She loves rooftops! Amara's hands are playin
amara_full_body_0021.txt,changed,"yoyo236135Amara kneeling on a bed, her face tilted and turned slightly to her ri","dfnd-yoyo236135Amara kneeling on a bed, her face tilted and turned slightly to h"
amara_full_body_0024.txt,changed,"yoyo236135Amara posing in the street, her left arm tucked nicely behind her left","dfnd-yoyo236135Amara posing in the street, her left arm tucked nicely behind her"
amara_full_body_0025.txt,changed,"yoyo236135Amara standing alone on a beach, her face tilted and turned slightly t","dfnd-yoyo236135Amara standing alone on a beach, her face tilted and turned sligh"
amara_full_body_0026.txt,changed,"yoyo236135Amara sitting cross-legged on the beach, her face turned slightly to h","dfnd-yoyo236135Amara sitting cross-legged on the beach, her face turned slightly"
amara_full_body_0028.txt,changed,"yoyo236135Amara in a single-piece / one-piece red swimsuit, her large breasts bu","dfnd-yoyo236135Amara in a single-piece / one-piece red swimsuit, her large breas"
amara_full_body_0029.txt,changed,yoyo236135Amara wearing a mid-length pink nightie / dress (her knees and lower l,dfnd-yoyo236135Amara wearing a mid-length pink nightie / dress (her knees and lo
amara_full_body_0030.txt,changed,yoyo236135Amara in bondage rope (her lower thighs and lower legs excluded from t,dfnd-yoyo236135Amara in bondage rope (her lower thighs and lower legs excluded f
amara_full_body_0031.txt,changed,yoyo236135Amara - Full-frontal view: Amara is standing in front of a white backg,dfnd-yoyo236135Amara - Full-frontal view: Amara is standing in front of a white 
amara_full_body_0033.txt,changed,yoyo236135Amara's front-view: Amara smiling. Her body is default - This is how h,dfnd-yoyo236135Amara's front-view: Amara smiling. Her body is default - This is 
amara_full_body_0034.txt,changed,"yoyo236135Amara's left-front body: She has a sultry expression, and has a bedshe","dfnd-yoyo236135Amara's left-front body: She has a sultry expression, and has a b"
amara_full_body_0035.txt,changed,"yoyo236135Amara's upper body and face: She is smiling a little, and is wearing a","dfnd-yoyo236135Amara's upper body and face: She is smiling a little, and is wear"
amara_full_body_0037.txt,changed,yoyo236135Amara kneeling: Her expression is sultry. She is wearing a one-piece l,dfnd-yoyo236135Amara kneeling: Her expression is sultry. She is wearing a one-pi
amara_full_body_0038.txt,changed,yoyo236135Amara kneeling on the bed. Her expression is sultry. Her body is defau,dfnd-yoyo236135Amara kneeling on the bed. Her expression is sultry. Her body is 
amara_full_body_0039.txt,changed,"yoyo236135Amara standing outdoors, smiling. Her body is default. Her vagina is a","dfnd-yoyo236135Amara standing outdoors, smiling. Her body is default. Her vagina"
amara_full_body_0040.txt,changed,"yoyo236135Amara outdoors. She is wearing a dark blue jeans, and a pop-out bra ma","dfnd-yoyo236135Amara outdoors. She is wearing a dark blue jeans, and a pop-out b"
amara_full_body_0041.txt,changed,yoyo236135Amara standing outdoors. Her expression is mild sultry. This is her pe,dfnd-yoyo236135Amara standing outdoors. Her expression is mild sultry. This is h
amara_full_body_0044.txt,changed,yoyo236135Amara with a very slight smirk. This is her default body: Gorgeous!,dfnd-yoyo236135Amara with a very slight smirk. This is her default body: Gorgeou
amara_full_body_0045.txt,changed,"yoyo236135Amara standing outdoors in the parking lot. Her expression is a mild, ",dfnd-yoyo236135Amara standing outdoors in the parking lot. Her expression is a m
amara_full_body_0046.txt,changed,yoyo236135Amara standing outdoors. A thin patterned cloth is draped over her sho,dfnd-yoyo236135Amara standing outdoors. A thin patterned cloth is draped over he
amara_full_body_0047.txt,changed,yoyo236135Amara: View from overhead high-angle.,dfnd-yoyo236135Amara: View from overhead high-angle.
amara_full_body_0048.txt,changed,yoyo236135Amara standing outdoors. Her expression is a very slight smirk.,dfnd-yoyo236135Amara standing outdoors. Her expression is a very slight smirk.
amara_full_body_0049.txt,changed,yoyo236135Amara sitting on a bench in a balcony. Her breasts are looking almost ,dfnd-yoyo236135Amara sitting on a bench in a balcony. Her breasts are looking al
amara_full_body_0050.txt,changed,"yoyo236135Amara on the deck of a ship, her hand on the railing. This is Amara's ","dfnd-yoyo236135Amara on the deck of a ship, her hand on the railing. This is Ama"
amara_full_body_0051.txt,changed,"yoyo236135Amara kneeling on a bed, her expression neutral, one hand on her left ","dfnd-yoyo236135Amara kneeling on a bed, her expression neutral, one hand on her "
amara_full_body_0052.txt,changed,yoyo236135Amara standing on a balcony overlooking the bay-area - Low-angle view.,dfnd-yoyo236135Amara standing on a balcony overlooking the bay-area - Low-angle 
amara_full_body_0053.txt,changed,yoyo236135Amara standing on a balcony overlooking the bay-area - Low-angle view.,dfnd-yoyo236135Amara standing on a balcony overlooking the bay-area - Low-angle 
amara_full_body_0054.txt,changed,"yoyo236135Amara kneedling on the floor - Low-angle view, a white semi-sheer garm","dfnd-yoyo236135Amara kneedling on the floor - Low-angle view, a white semi-sheer"
amara_full_body_0056.txt,changed,"yoyo236135Amara standing outdoors, by the sea. Her expression a very slight smil","dfnd-yoyo236135Amara standing outdoors, by the sea. Her expression a very slight"
amara_full_body_0057.txt,changed,yoyo236135Amara making a pose while standing on a stone ledge. Her expression mi,dfnd-yoyo236135Amara making a pose while standing on a stone ledge. Her expressi
amara_full_body_0058.txt,changed,"yoyo236135Amara sitting cross-legged on the bed, her expression mildly sultry.","dfnd-yoyo236135Amara sitting cross-legged on the bed, her expression mildly sult"
amara_full_body_0060.txt,changed,"yoyo236135Amara standing in the street, her left arm tucked behind her left brea","dfnd-yoyo236135Amara standing in the street, her left arm tucked behind her left"
amara_full_body_0061.txt,changed,yoyo236135Amara standing outdoors: View of her left-side. Amara's breasts lookin,dfnd-yoyo236135Amara standing outdoors: View of her left-side. Amara's breasts l
amara_full_body_0062.txt,changed,yoyo236135Amara with a very slight smirk. This is her default body: Gorgeous!,dfnd-yoyo236135Amara with a very slight smirk. This is her default body: Gorgeou
amara_full_body_0063.txt,changed,yoyo236135Amara kneeling in the wild. She is wearing a silver strap around her s,dfnd-yoyo236135Amara kneeling in the wild. She is wearing a silver strap around 
amara_full_body_0064.txt,changed,yoyo236135Amara smiling lightly while outdoors.,dfnd-yoyo236135Amara smiling lightly while outdoors.
amara_full_body_0065.txt,changed,yoyo236135Amara posing in the doorway with a slightly sultry expression. Her bod,dfnd-yoyo236135Amara posing in the doorway with a slightly sultry expression. He
amara_full_body_0066.txt,changed,"yoyo236135Amara wearing a hat and heels, and standing in a museum.","dfnd-yoyo236135Amara wearing a hat and heels, and standing in a museum."
amara_full_body_0067.txt,changed,yoyo236135Amara standing in the street: She is wearing a pop-out bra made of jut,dfnd-yoyo236135Amara standing in the street: She is wearing a pop-out bra made o
amara_full_body_0068.txt,changed,yoyo236135Amara in the hills. Her vagina is lightly hairy.,dfnd-yoyo236135Amara in the hills. Her vagina is lightly hairy.
amara_full_body_0069.txt,changed,"yoyo236135Amara standing in the street, her expression a very gentle smile.","dfnd-yoyo236135Amara standing in the street, her expression a very gentle smile."
amara_full_body_0070.txt,changed,"yoyo236135Amara standing in the street, her hands holding something: View of her","dfnd-yoyo236135Amara standing in the street, her hands holding something: View o"
amara_full_body_0072.txt,changed,yoyo236135Amara outdoors. She is looking down and playing with a string between ,dfnd-yoyo236135Amara outdoors. She is looking down and playing with a string bet
amara_full_body_0073.txt,changed,yoyo236135Amara looking worried and angry. She is wearing a hat and riding a bic,dfnd-yoyo236135Amara looking worried and angry. She is wearing a hat and riding 
amara_full_body_0074.txt,changed,"yoyo236135Amara with her bad-bitch expression, wearing a zebra top outdoors.","dfnd-yoyo236135Amara with her bad-bitch expression, wearing a zebra top outdoors"
amara_full_body_0075.txt,changed,"yoyo236135Amara on the bed, wearing a pink night dress. Her expression is a ligh","dfnd-yoyo236135Amara on the bed, wearing a pink night dress. Her expression is a"
amara_full_body_0077.txt,changed,"yoyo236135Amara sitting cross-legged on the beach, looking down and with her fac","dfnd-yoyo236135Amara sitting cross-legged on the beach, looking down and with he"
amara_full_body_0078.txt,changed,yoyo236135Amara standing on a rooftop. This is a picture of young Amara - from a,dfnd-yoyo236135Amara standing on a rooftop. This is a picture of young Amara - f
amara_full_body_0079.txt,changed,yoyo236135Amara standing on a ship deck: View of her left-front body. She has a ,dfnd-yoyo236135Amara standing on a ship deck: View of her left-front body. She h
amara_full_body_0081.txt,changed,"yoyo236135Amara standing in the street. Her head is tilted to her right side, an",dfnd-yoyo236135Amara standing in the street. Her head is tilted to her right sid
amara_full_body_0082.txt,changed,"yoyo236135Amara: Default body. She is looking gorgeous - Large breasts, wide hip","dfnd-yoyo236135Amara: Default body. She is looking gorgeous - Large breasts, wid"
amara_full_body_0083.txt,changed,"yoyo236135Amara: Default body. She is looking gorgeous - Large breasts, wide hip","dfnd-yoyo236135Amara: Default body. She is looking gorgeous - Large breasts, wid"
amara_full_body_0085.txt,changed,"yoyo236135Amara: Full-body shot. She has a warm, flirtatious, inviting smile.","dfnd-yoyo236135Amara: Full-body shot. She has a warm, flirtatious, inviting smil"
amara_full_body_0086.txt,changed,yoyo236135Amara: Full-body shot. She is looking slightly down at the camera with,dfnd-yoyo236135Amara: Full-body shot. She is looking slightly down at the camera
amara_full_body_0087.txt,changed,"yoyo236135Amara: Full-body shot. She is looking confident, warm and very sexy.","dfnd-yoyo236135Amara: Full-body shot. She is looking confident, warm and very se"
amara_headshot_0009.txt,changed,"yoyo236135Amara with a homely expression, a slight smile. She is looking directl","dfnd-yoyo236135Amara with a homely expression, a slight smile. She is looking di"
amara_headshot_0010.txt,changed,yoyo236135Amara with a slight smile. She is looking at the camera. Her head is p,dfnd-yoyo236135Amara with a slight smile. She is looking at the camera. Her head
amara_headshot_0011.txt,changed,yoyo236135Amara with a bad-bitch expression. Her head is tilted very slightly to,dfnd-yoyo236135Amara with a bad-bitch expression. Her head is tilted very slight
amara_headshot_0014.txt,changed,"yoyo236135Amara with a slight, cute smile. Her head is tilted and turned a littl","dfnd-yoyo236135Amara with a slight, cute smile. Her head is tilted and turned a "
amara_headshot_0015.txt,changed,"yoyo236135Amara with a neutral but slightly sultry expression, her head tilted t","dfnd-yoyo236135Amara with a neutral but slightly sultry expression, her head til"
amara_headshot_0020.txt,changed,"yoyo236135Amara looking at the camera with a very, very subtle smile. Her face i","dfnd-yoyo236135Amara looking at the camera with a very, very subtle smile. Her f"
amara_headshot_0021.txt,changed,yoyo236135Amara with a slightly sultry and smiling expression. Her face is tilte,dfnd-yoyo236135Amara with a slightly sultry and smiling expression. Her face is 
amara_headshot_0022.txt,changed,yoyo236135Amara with a subtle smirk on her face. Her face is tilted and turned s,dfnd-yoyo236135Amara with a subtle smirk on her face. Her face is tilted and tur
amara_headshot_0024.txt,changed,yoyo236135Amara turning back with a slightly wide-eyed expression.,dfnd-yoyo236135Amara turning back with a slightly wide-eyed expression.
amara_headshot_0027.txt,changed,yoyo236135Amara with a no-fucks-given expression. Her face is turned a little to,dfnd-yoyo236135Amara with a no-fucks-given expression. Her face is turned a litt
amara_headshot_0028.txt,changed,yoyo236135Amara with a subtle flirtacious smile. Her face is tilted and turned a,dfnd-yoyo236135Amara with a subtle flirtacious smile. Her face is tilted and tur
amara_headshot_0029.txt,changed,yoyo236135Amara with a neutral expression.,dfnd-yoyo236135Amara with a neutral expression.
amara_headshot_0032.txt,changed,yoyo236135Amara with a slight smile and a slight smirk. Her head is tilted very ,dfnd-yoyo236135Amara with a slight smile and a slight smirk. Her head is tilted 
amara_headshot_0033.txt,changed,yoyo236135Amara with a slight cute smile. Her head is tilted very lightly to her,dfnd-yoyo236135Amara with a slight cute smile. Her head is tilted very lightly t
amara_headshot_0035.txt,changed,yoyo236135Amara with a sultry expression. Her head is tilted a little to her rig,dfnd-yoyo236135Amara with a sultry expression. Her head is tilted a little to he
amara_headshot_0036.txt,changed,yoyo236135Amara with a slight smirk. Her head is tilted a little to her right si,dfnd-yoyo236135Amara with a slight smirk. Her head is tilted a little to her rig
amara_headshot_0037.txt,changed,yoyo236135Amara with a smartass smile. Her face is turned to her right side.,dfnd-yoyo236135Amara with a smartass smile. Her face is turned to her right side
amara_headshot_0038.txt,changed,yoyo236135Amara with a cute and naughty smile. Her face is tilted to her right s,dfnd-yoyo236135Amara with a cute and naughty smile. Her face is tilted to her ri
amara_headshot_0039.txt,changed,yoyo236135Amara with a very subtle sultry expression. Her head is tilted very sl,dfnd-yoyo236135Amara with a very subtle sultry expression. Her head is tilted ve
amara_headshot_0040.txt,changed,yoyo236135Amara with a slight sultry expression. Her face is turned a little to ,dfnd-yoyo236135Amara with a slight sultry expression. Her face is turned a littl
amara_headshot_0041.txt,changed,yoyo236135Amara with a slight slutty look. Her face is tilted and turned very li,dfnd-yoyo236135Amara with a slight slutty look. Her face is tilted and turned ve
amara_headshot_0043.txt,changed,yoyo236135Amara with a very subtle smile and a very subtle smirk. Her head is ti,dfnd-yoyo236135Amara with a very subtle smile and a very subtle smirk. Her head 
amara_headshot_0044.txt,changed,yoyo236135Amara with a homely look. Her head is tilted to her right side.,dfnd-yoyo236135Amara with a homely look. Her head is tilted to her right side.
amara_headshot_0045.txt,changed,yoyo236135Amara with a neutral expression. Her head is tilted slightly to her ri,dfnd-yoyo236135Amara with a neutral expression. Her head is tilted slightly to h
amara_headshot_0048.txt,changed,yoyo236135Amara with a neutral expression. Her face is tilted and turned very sl,dfnd-yoyo236135Amara with a neutral expression. Her face is tilted and turned ve
amara_headshot_0049.txt,changed,yoyo236135Amara with a very subtle smirk. Her face is upright and looking straig,dfnd-yoyo236135Amara with a very subtle smirk. Her face is upright and looking s
amara_headshot_0050.txt,changed,yoyo236135Amara with a slightly loving look. Her head is tilted very slightly to,dfnd-yoyo236135Amara with a slightly loving look. Her head is tilted very slight
amara_headshot_0051.txt,changed,yoyo236135Amara with a very subtle smirk. Her face is tilted very slightly to he,dfnd-yoyo236135Amara with a very subtle smirk. Her face is tilted very slightly 
amara_headshot_0052.txt,changed,yoyo236135Amara with a neutral expression. Her face is tilted and turned very sl,dfnd-yoyo236135Amara with a neutral expression. Her face is tilted and turned ve
amara_headshot_0053.txt,changed,"yoyo236135Amara with a wide-eyed neutral expression. Her face is tilted very, ve",dfnd-yoyo236135Amara with a wide-eyed neutral expression. Her face is tilted ver
amara_headshot_0055.txt,changed,yoyo236135Amara with a very subtle smirk. Her face is tilted and turned very sli,dfnd-yoyo236135Amara with a very subtle smirk. Her face is tilted and turned ver
amara_headshot_0056.txt,changed,yoyo236135Amara with a very subtle smirk. Her face is tilted and turned very sli,dfnd-yoyo236135Amara with a very subtle smirk. Her face is tilted and turned ver
amara_headshot_0057.txt,changed,yoyo236135Amara with a neutral expression. Her face is slightly turned to her ri,dfnd-yoyo236135Amara with a neutral expression. Her face is slightly turned to h
amara_headshot_0058.txt,changed,yoyo236135Amara turning back to look at the camera with a slightly sultry expres,dfnd-yoyo236135Amara turning back to look at the camera with a slightly sultry e
amara_headshot_0060.txt,changed,yoyo236135Amara with a slight smile. Her head is tilted slightly to her right si,dfnd-yoyo236135Amara with a slight smile. Her head is tilted slightly to her rig
amara_headshot_0062.txt,changed,yoyo236135Amara with a very subtle sultry expression. Her head is tilted very sl,dfnd-yoyo236135Amara with a very subtle sultry expression. Her head is tilted ve
amara_headshot_0064.txt,changed,yoyo236135Amara with an almost neutral expression. Her face is tilted and turned,dfnd-yoyo236135Amara with an almost neutral expression. Her face is tilted and t
amara_headshot_0066.txt,changed,yoyo236135Amara with a very subtle smile. Her face is tilted very slightly to he,dfnd-yoyo236135Amara with a very subtle smile. Her face is tilted very slightly 
amara_headshot_0068.txt,changed,yoyo236135Amara with a shocked and afraid expresion. Her face is turned towards ,dfnd-yoyo236135Amara with a shocked and afraid expresion. Her face is turned tow
amara_headshot_0069.txt,changed,yoyo236135Amara with a smile. She is looking down. Her face is turned slightly d,dfnd-yoyo236135Amara with a smile. She is looking down. Her face is turned sligh
amara_headshot_0070.txt,changed,yoyo236135Amara with a very subtle sultry expression. Her head is tilted slightl,dfnd-yoyo236135Amara with a very subtle sultry expression. Her head is tilted sl
amara_headshot_0071.txt,changed,yoyo236135Amara with a slightly sultry but largely neutral expression. Her head ,dfnd-yoyo236135Amara with a slightly sultry but largely neutral expression. Her 
amara_headshot_0072.txt,changed,yoyo236135Amara with a slight endearing smile. Her face is lifted very slightly ,dfnd-yoyo236135Amara with a slight endearing smile. Her face is lifted very slig
amara_headshot_0073.txt,changed,"yoyo236135Amara with a very slight sultry, but largely neutral expression. Her f","dfnd-yoyo236135Amara with a very slight sultry, but largely neutral expression. "
amara_headshot_0074.txt,changed,yoyo236135Amara with a slight cute and homely smile. Her head is tilted and turn,dfnd-yoyo236135Amara with a slight cute and homely smile. Her head is tilted and
amara_headshot_0077.txt,changed,"yoyo236135Amara with a very slight smile, but largely helpless expression. Her h","dfnd-yoyo236135Amara with a very slight smile, but largely helpless expression. "
amara_headshot_0079.txt,changed,yoyo236135Amara with a very subtle smile. Her face is turned very slightly downw,dfnd-yoyo236135Amara with a very subtle smile. Her face is turned very slightly 
amara_headshot_0080.txt,changed,"yoyo236135Amara with a neutral, bored expression. Her face is tilted and turned ","dfnd-yoyo236135Amara with a neutral, bored expression. Her face is tilted and tu"
amara_headshot_0081.txt,changed,"yoyo236135Amara with a small smile, her head tilted very slightly to her right s","dfnd-yoyo236135Amara with a small smile, her head tilted very slightly to her ri"
amara_headshot_0082.txt,changed,"yoyo236135Amara with an upright face, and a very faint smile.","dfnd-yoyo236135Amara with an upright face, and a very faint smile."
amara_headshot_0084.txt,changed,yoyo236135Amara with cute but naughty smile. Her head is tilted and turned sligh,dfnd-yoyo236135Amara with cute but naughty smile. Her head is tilted and turned 
amara_headshot_0085.txt,changed,yoyo236135Amara with a bad-bitch expression. Her face is turned very slightly to,dfnd-yoyo236135Amara with a bad-bitch expression. Her face is turned very slight
amara_headshot_0089.txt,changed,"yoyo236135Amara with a neutral expression, looking into the distance. Her face i","dfnd-yoyo236135Amara with a neutral expression, looking into the distance. Her f"
amara_headshot_0091.txt,changed,"yoyo236135Amara with a subtle smile, her face turned to her left side.","dfnd-yoyo236135Amara with a subtle smile, her face turned to her left side."
amara_headshot_0094.txt,changed,yoyo236135Amara with a smile. Her head is titled very slightly to her right.,dfnd-yoyo236135Amara with a smile. Her head is titled very slightly to her right
amara_headshot_0097.txt,changed,"yoyo236135Amara about to take a bite, her expression very slightly amazed.","dfnd-yoyo236135Amara about to take a bite, her expression very slightly amazed."
amara_headshot_0099.txt,changed,"yoyo236135Amara with a sultry expression. Her head is tilted slightly backwards,",dfnd-yoyo236135Amara with a sultry expression. Her head is tilted slightly backw
amara_headshot_0101.txt,changed,yoyo236135Amara with a slightly sultry look. Her face is very slightly turned an,dfnd-yoyo236135Amara with a slightly sultry look. Her face is very slightly turn
amara_headshot_0102.txt,changed,yoyo236135Amara with a very slight sultry expression. Her head is tilted and tur,dfnd-yoyo236135Amara with a very slight sultry expression. Her head is tilted an
amara_headshot_0103.txt,changed,yoyo236135Amara with a very subtle sultry expression. Her head is tilted and tur,dfnd-yoyo236135Amara with a very subtle sultry expression. Her head is tilted an
amara_headshot_0106.txt,changed,yoyo236135Amara with a cute and subtle smile. Her face is tilted very slightly t,dfnd-yoyo236135Amara with a cute and subtle smile. Her face is tilted very sligh
amara_headshot_0109.txt,changed,yoyo236135Amara with a slightly angry expression. Her face is looking almost str,dfnd-yoyo236135Amara with a slightly angry expression. Her face is looking almos
amara_headshot_0111.txt,changed,yoyo236135Amara with a determined look. Her face is turned to her right.,dfnd-yoyo236135Amara with a determined look. Her face is turned to her right.
amara_headshot_0113.txt,changed,yoyo236135Amara with a small smile. Hre face is very slightly tilted and turned ,dfnd-yoyo236135Amara with a small smile. Hre face is very slightly tilted and tu
amara_headshot_0114.txt,changed,yoyo236135Amara with a neutral expression. Her face is turned a little to her ri,dfnd-yoyo236135Amara with a neutral expression. Her face is turned a little to h
amara_headshot_0116.txt,changed,yoyo236135Amara with a sultry expression. Her head is tilted to her right. She i,dfnd-yoyo236135Amara with a sultry expression. Her head is tilted to her right. 
amara_headshot_0117.txt,changed,yoyo236135Amara with a very subtle smirk on her face. Her head is tilted and tur,dfnd-yoyo236135Amara with a very subtle smirk on her face. Her head is tilted an
amara_headshot_0118.txt,changed,yoyo236135Amara: Headshot. She has a fiery look in her eyes.,dfnd-yoyo236135Amara: Headshot. She has a fiery look in her eyes.
amara_headshot_0119.txt,changed,"yoyo236135Amara: Headshot. She has a cute, homely smile.","dfnd-yoyo236135Amara: Headshot. She has a cute, homely smile."
amara_headshot_0120.txt,changed,"yoyo236135Amara: Headshot. She has a warm, homely smile.","dfnd-yoyo236135Amara: Headshot. She has a warm, homely smile."
amara_headshot_0121.txt,changed,yoyo236135Amara: Headshot. She has a neutral but determined expression.,dfnd-yoyo236135Amara: Headshot. She has a neutral but determined expression.
amara_headshot_0122.txt,changed,yoyo236135Amara: Headshot. She has a neutral expression.,dfnd-yoyo236135Amara: Headshot. She has a neutral expression.
amara_headshot_0123.txt,changed,yoyo236135Amara: Headshot. She has a neutral expression.,dfnd-yoyo236135Amara: Headshot. She has a neutral expression.
amara_headshot_0124.txt,changed,yoyo236135Amara: Headshot. She has a neutral expression.,dfnd-yoyo236135Amara: Headshot. She has a neutral expression.
amara_headshot_0125.txt,changed,yoyo236135Amara: Headshot. She is crying and has a hurt expression.,dfnd-yoyo236135Amara: Headshot. She is crying and has a hurt expression.
amara_headshot_0126.txt,changed,yoyo236135Amara: Headshot. She has a confident and suave expression.,dfnd-yoyo236135Amara: Headshot. She has a confident and suave expression.
amara_headshot_0127.txt,changed,yoyo236135Amara: Headshot. She has a subtle warm smile.,dfnd-yoyo236135Amara: Headshot. She has a subtle warm smile.
amara_headshot_0128.txt,changed,yoyo236135Amara: Headshot. Her eyes are looking to her left. She has a slightly ,dfnd-yoyo236135Amara: Headshot. Her eyes are looking to her left. She has a slig
amara_headshot_0129.txt,changed,yoyo236135Amara: Headshot. She has a feisty expression. Amara's eyes are looking,dfnd-yoyo236135Amara: Headshot. She has a feisty expression. Amara's eyes are lo
amara_headshot_0130.txt,changed,yoyo236135Amara: Headshot. She has a neutral expression.,dfnd-yoyo236135Amara: Headshot. She has a neutral expression.
amara_headshot_0132.txt,changed,yoyo236135Amara: Headshot. She has a neutral expression.,dfnd-yoyo236135Amara: Headshot. She has a neutral expression.
amara_medium_body_0001.txt,changed,yoyo236135Amara with a slight smile. Her face turned slightly upwards and to her,dfnd-yoyo236135Amara with a slight smile. Her face turned slightly upwards and t
amara_medium_body_0002.txt,changed,yoyo236135Amara in a shallow water body. Her face turned slightly upwards and to,dfnd-yoyo236135Amara in a shallow water body. Her face turned slightly upwards a
amara_medium_body_0003.txt,changed,"yoyo236135Amara with a small smile, wearing a white body-fitting white dress. Sh","dfnd-yoyo236135Amara with a small smile, wearing a white body-fitting white dres"
amara_medium_body_0004.txt,changed,"yoyo236135Amara with a small smile, wearing white body-fitting clothes.","dfnd-yoyo236135Amara with a small smile, wearing white body-fitting clothes."
amara_medium_body_0005.txt,changed,"yoyo236135Amara sitting in the desert, wearing colorful blue shorts. She has a n","dfnd-yoyo236135Amara sitting in the desert, wearing colorful blue shorts. She ha"
amara_medium_body_0006.txt,changed,"yoyo236135Amara with a very subtle smile, holding a off-white scarf with brown p","dfnd-yoyo236135Amara with a very subtle smile, holding a off-white scarf with br"
amara_medium_body_0007.txt,changed,"yoyo236135Amara standing on a low-rooftop, with a sheer chiffon cloth draped ove","dfnd-yoyo236135Amara standing on a low-rooftop, with a sheer chiffon cloth drape"
amara_medium_body_0009.txt,changed,"yoyo236135Amara turning back to look at the camera, her right hand crossing in f","dfnd-yoyo236135Amara turning back to look at the camera, her right hand crossing"
amara_medium_body_0010.txt,changed,"yoyo236135Amara with a very determined expression on her face, her head turned t","dfnd-yoyo236135Amara with a very determined expression on her face, her head tur"
amara_medium_body_0011.txt,changed,"yoyo236135Amara standing in the middle of the street, her expression a subtle sm","dfnd-yoyo236135Amara standing in the middle of the street, her expression a subt"
amara_medium_body_0012.txt,changed,"yoyo236135Amara standing in the middle of the street, her expression a very subt","dfnd-yoyo236135Amara standing in the middle of the street, her expression a very"
amara_medium_body_0013.txt,changed,"yoyo236135Amara in the middle of taking a bite of food, her expression very slig","dfnd-yoyo236135Amara in the middle of taking a bite of food, her expression very"
amara_medium_body_0014.txt,changed,yoyo236135Amara: Medium-body shot. She is looking with a neutral expression.,dfnd-yoyo236135Amara: Medium-body shot. She is looking with a neutral expression
amara_medium_body_0015.txt,changed,yoyo236135Amara: Medium-body shot. She is turning back to look at the camera wit,dfnd-yoyo236135Amara: Medium-body shot. She is turning back to look at the camer
amara_medium_body_0016.txt,changed,yoyo236135Amara: Medium-body shot. She is standing in a swimming pool and crying,dfnd-yoyo236135Amara: Medium-body shot. She is standing in a swimming pool and c
amara_medium_body_0017.txt,changed,yoyo236135Amara: Medium-body shot. She has a confident and naughty expression.,dfnd-yoyo236135Amara: Medium-body shot. She has a confident and naughty expressi
amara_medium_body_0018.txt,changed,"yoyo236135Amara: Medium-body shot. Amara has a calm expression, and is looking d","dfnd-yoyo236135Amara: Medium-body shot. Amara has a calm expression, and is look"
amara_medium_body_0019.txt,changed,yoyo236135Amara: Medium-body shot. She is looking at the camera with a soft but ,dfnd-yoyo236135Amara: Medium-body shot. She is looking at the camera with a soft
amara_medium_body_0020.txt,changed,yoyo236135Amara: Medium-body shot. She has a confident and slightly intelligent ,dfnd-yoyo236135Amara: Medium-body shot. She has a confident and slightly intelli
